0,0,0.308900524,-0.078534031,0.544502618,-0.19895288,0.743455497,-0.235602094,0.90052356,-0.256544503,0.193717277,-0.738219895,0.45026178,-0.963350785,0.67539267,-0.963350785,0.832460733,-0.910994764,0.141361257,-0.738219895,0.507853403,-1,0.732984293,-0.963350785,0.858638743,-0.853403141,0.136125654,-0.691099476,0.455497382,-0.921465969,0.685863874,-0.921465969,0.832460733,-0.853403141,0.188481675,-0.586387435,0.434554974,-0.753926702,0.602094241,-0.827225131,0.732984293,-0.848167539
0,0,0.297979798,-0.080808081,0.525252525,-0.181818182,0.722222222,-0.217171717,0.883838384,-0.252525253,0.186868687,-0.737373737,0.434343434,-0.954545455,0.646464646,-0.949494949,0.797979798,-0.888888889,0.131313131,-0.747474747,0.464646465,-1,0.681818182,-0.96969697,0.813131313,-0.863636364,0.131313131,-0.707070707,0.454545455,-0.934343434,0.666666667,-0.924242424,0.803030303,-0.858585859,0.181818182,-0.616161616,0.439393939,-0.777777778,0.606060606,-0.838383838,0.732323232,-0.848484848
0,0,0.357798165,-0.036697248,0.591743119,-0.105504587,0.78440367,-0.119266055,0.972477064,-0.137614679,0.302752294,-0.720183486,0.587155963,-0.912844037,0.811926606,-0.894495413,0.967889908,-0.830275229,0.247706422,-0.724770642,0.628440367,-0.949541284,0.862385321,-0.912844037,1,-0.80733945,0.247706422,-0.678899083,0.614678899,-0.880733945,0.848623853,-0.866972477,1,-0.793577982,0.298165138,-0.568807339,0.582568807,-0.71559633,0.756880734,-0.770642202,0.889908257,-0.788990826
0,0,0.369369369,-0.04954955,0.585585586,-0.135135135,0.779279279,-0.148648649,0.968468468,-0.162162162,0.315315315,-0.743243243,0.581081081,-0.945945946,0.797297297,-0.918918919,0.936936937,-0.851351351,0.274774775,-0.747747748,0.644144144,-0.981981982,0.869369369,-0.923423423,0.981981982,-0.792792793,0.288288288,-0.693693694,0.653153153,-0.918918919,0.878378378,-0.869369369,1,-0.77027027,0.351351351,-0.576576577,0.648648649,-0.747747748,0.828828829,-0.792792793,0.959459459,-0.797297297
0,0,0.331797235,0.004608295,0.506912442,-0.069124424,0.677419355,-0.087557604,0.834101382,-0.092165899,0.258064516,-0.66359447,0.548387097,-0.861751152,0.764976959,-0.847926267,0.903225806,-0.778801843,0.235023041,-0.67281106,0.589861751,-0.898617512,0.815668203,-0.857142857,0.953917051,-0.755760369,0.285714286,-0.622119816,0.649769585,-0.847926267,0.875576037,-0.824884793,1,-0.737327189,0.396313364,-0.516129032,0.69124424,-0.695852535,0.866359447,-0.737327189,0.99078341,-0.718894009
0,0,0.387254902,0.034313725,0.62745098,0.009803922,0.823529412,0.004901961,1,-0.053921569,0.470588235,-0.480392157,0.62745098,-0.617647059,0.779411765,-0.681372549,0.901960784,-0.715686275,0.421568627,-0.553921569,0.62254902,-0.730392157,0.818627451,-0.774509804,0.970588235,-0.740196078,0.37745098,-0.617647059,0.593137255,-0.784313725,0.803921569,-0.799019608,0.950980392,-0.764705882,0.343137255,-0.647058824,0.549019608,-0.803921569,0.715686275,-0.852941176,0.857843137,-0.867647059
0,0,0.355329949,-0.040609137,0.563451777,-0.116751269,0.771573604,-0.126903553,0.964467005,-0.137055838,0.263959391,-0.746192893,0.543147208,-0.939086294,0.751269036,-0.934010152,0.888324873,-0.888324873,0.23857868,-0.781725888,0.593908629,-1,0.817258883,-0.959390863,0.939086294,-0.847715736,0.274111675,-0.751269036,0.639593909,-0.959390863,0.868020305,-0.918781726,0.994923858,-0.822335025,0.370558376,-0.659898477,0.675126904,-0.837563452,0.862944162,-0.868020305,0.984771574,-0.852791878
0,0,0.274111675,-0.045685279,0.532994924,-0.131979695,0.781725888,-0.126903553,0.979695431,-0.126903553,0.324873096,-0.710659898,0.538071066,-0.898477157,0.736040609,-0.934010152,0.883248731,-0.898477157,0.258883249,-0.746192893,0.502538071,-0.984771574,0.705583756,-1,0.842639594,-0.939086294,0.228426396,-0.741116751,0.482233503,-0.969543147,0.69035533,-0.979695431,0.822335025,-0.918781726,0.233502538,-0.675126904,0.472081218,-0.85786802,0.644670051,-0.908629442,0.766497462,-0.908629442
0,0,0.276699029,-0.053398058,0.54368932,-0.126213592,0.737864078,-0.150485437,0.898058252,-0.213592233,0.368932039,-0.660194175,0.470873786,-0.941747573,0.640776699,-0.975728155,0.791262136,-0.941747573,0.276699029,-0.669902913,0.427184466,-0.995145631,0.626213592,-1,0.77184466,-0.917475728,0.184466019,-0.650485437,0.354368932,-0.951456311,0.572815534,-0.95631068,0.733009709,-0.898058252,0.097087379,-0.582524272,0.276699029,-0.757281553,0.446601942,-0.805825243,0.587378641,-0.805825243
0,0,0.279187817,-0.040609137,0.553299492,-0.111675127,0.736040609,-0.147208122,0.873096447,-0.23857868,0.411167513,-0.644670051,0.527918782,-0.92893401,0.685279188,-0.954314721,0.817258883,-0.918781726,0.314720812,-0.664974619,0.456852792,-1,0.649746193,-1,0.781725888,-0.908629442,0.21319797,-0.654822335,0.360406091,-0.969543147,0.558375635,-0.979695431,0.710659898,-0.908629442,0.106598985,-0.593908629,0.248730964,-0.796954315,0.411167513,-0.862944162,0.553299492,-0.883248731
